mal_id,title,type,source,episodes,aired_from,duration,rating,score,scored_by,rank,popularity,members,favorites,season,studios,producers,licensors,genres
45088,Tianchi Shuiguai,Movie,Unknown,1.0,2019-06-19,1 hr 27 min,G - All Ages,,,20969.0,25506,136,0,,Inconnu,Inconnu,Inconnu,Adventure|Fantasy
45089,Fengkuang Douniu Chang,Movie,Unknown,1.0,2019-10-03,1 hr 22 min,G - All Ages,,,16518.0,25891,128,0,,Inconnu,Inconnu,Inconnu,Fantasy
45090,Fengkuang Menghuan Cheng,Movie,Original,1.0,2019-09-21,1 hr 18 min,PG - Children,,,16519.0,26456,119,0,,Inconnu,Inconnu,Inconnu,Adventure|Fantasy
45091,Feng Shen Chuanqi,ONA,Unknown,1.0,2019-11-20,1 hr 32 min,G - All Ages,,,16509.0,25958,127,0,,Inconnu,Inconnu,Inconnu,Fantasy
45092,Mao Gongzhu Su Fei,Movie,Original,1.0,2019-05-01,1 hr 18 min,PG - Children,,,18502.0,26100,125,0,,Inconnu,Inconnu,Inconnu,Adventure|Fantasy
45093,Shi Shi Feng Bao,Movie,Original,1.0,2019-10-11,1 hr 36 min,PG - Children,,,20298.0,26114,125,0,,Inconnu,Inconnu,Inconnu,Fantasy
45094,Shi Er Shengxiao: Fuxing Gao Zhao Zhu Xiao Ba,Movie,Unknown,1.0,2019-09-13,1 hr 24 min,PG - Children,,,20283.0,25736,132,0,,Inconnu,Inconnu,Inconnu,Fantasy
45095,Can Wa Yu Tianchi Guaishou: Ruixue Zhao Fengnian,Movie,Original,1.0,2019-02-16,1 hr 26 min,PG - Children,,,15669.0,26018,126,0,,Inconnu,Inconnu,Inconnu,Adventure|Fantasy
45096,Xi Yue Hui,ONA,Original,1.0,2019-11-25,1 hr 33 min,PG - Children,,,21580.0,26995,112,0,,Inconnu,Inconnu,Inconnu,Fantasy
45097,Wo de Pengyou Zhu Dike,TV,Original,52.0,2014-03-01,14 min per ep,PG - Children,,,21415.0,27910,99,0,,Inconnu,Inconnu,Inconnu,Comedy|Fantasy
45098,Zhu Dike: Guguai Dao Da Maoxian I,TV,Original,26.0,2016-11-14,13 min per ep,PG - Children,,,22472.0,27843,100,0,,Inconnu,Inconnu,Inconnu,Adventure|Fantasy
45099,Zhu Dike: Guguai Dao Da Maoxian II,TV,Original,26.0,2017-08-14,13 min per ep,PG - Children,,,22473.0,27632,103,0,,Inconnu,Inconnu,Inconnu,Adventure|Fantasy
45100,Zhu Dike: Mengxiang Xunlian Ying,TV,Original,26.0,2018-01-01,13 min per ep,PG - Children,,,22475.0,28076,97,0,,Inconnu,Inconnu,Inconnu,Fantasy
45101,Zhu Dike: Caihong Jiejie Jiang Gushi,TV,Original,10.0,2016-01-01,5 min per ep,PG - Children,,,22472.0,28177,96,0,,Inconnu,Inconnu,Inconnu,Fantasy
45102,Kong Tian Zhandui,TV,Unknown,52.0,2017-09-15,23 min per ep,PG - Children,,,18010.0,27802,100,0,,Inconnu,Inconnu,Inconnu,Action|Adventure|Sci-Fi
45103,Kong Tian Zhandui: Zui Xing Shou Dazhan,Movie,Unknown,1.0,2019-05-18,1 hr 26 min,PG - Children,,,18011.0,26469,119,0,,Inconnu,Inconnu,Inconnu,Action|Adventure|Sci-Fi
45104,Shenhai Tegong Dui,TV,Original,26.0,2016-08-10,13 min per ep,PG - Children,,,20252.0,27392,106,0,,Inconnu,Inconnu,Inconnu,Adventure|Sci-Fi
45105,Shenhai Tegong Dui: Chao Neng Jing Shi,Movie,Original,1.0,2019-11-02,1 hr 16 min,PG - Children,,,20249.0,26289,122,0,,Inconnu,Inconnu,Inconnu,Adventure|Fantasy|Sci-Fi
45107,Qiche Xiao Zhen Huwei Dui,ONA,Original,13.0,2020-01-01,5 min per ep,PG - Children,,,19705.0,27893,99,0,,Inconnu,Inconnu,Inconnu,Fantasy
45108,One of Us,Music,Mixed media,1.0,2020-10-19,2 min,G - All Ages,6.36,318.0,,17234,631,0,,Inconnu,Inconnu,Inconnu,Inconnu
45109,Title Idol,Music,Mixed media,1.0,2020-12-20,2 min,PG-13 - Teens 13 or older,6.37,394.0,,16468,742,0,,Inconnu,Inconnu,Inconnu,Inconnu
45111,Dongwu Tegong Ju,Movie,Original,1.0,2020-01-11,1 hr 38 min,PG - Children,,,16260.0,23566,190,1,,Inconnu,Inconnu,Inconnu,Adventure|Fantasy
45112,Xiao Meirenyu de Qihuan Maoxian,Movie,Unknown,1.0,2021-04-03,1 hr 21 min,G - All Ages,,,21691.0,23714,188,0,,Inconnu,Inconnu,Inconnu,Adventure|Fantasy
45113,Xingji Da Taowang,Movie,Original,1.0,2020-06-01,1 hr 28 min,PG - Children,,,21943.0,25415,139,0,,Inconnu,Inconnu,Inconnu,Adventure|Fantasy|Sci-Fi
45114,Alibaba Yu Shen Deng,Movie,Unknown,1.0,2020-09-05,1 hr 19 min,PG - Children,,,15093.0,24981,148,0,,Inconnu,Inconnu,Inconnu,Adventure|Fantasy
45115,Qimiao Wangguo: Mofa Qi Yuan,Movie,Original,1.0,2020-12-26,1 hr 19 min,PG - Children,,,19714.0,24573,160,0,,Inconnu,Inconnu,Inconnu,Adventure|Fantasy
45116,Zui Ke Ai De Ren,TV,Unknown,14.0,2016-10-18,13 min per ep,R - 17+ (violence & profanity),,,22534.0,26834,114,0,,Inconnu,Inconnu,Inconnu,Inconnu
45118,Long Shen Zhizi,Movie,Other,1.0,2020-10-31,1 hr 29 min,PG - Children,,,18350.0,24433,164,0,,Inconnu,Inconnu,Inconnu,Adventure|Fantasy
45119,Xiao Po Hai Da Zhuangyuan,Movie,Original,1.0,2021-01-01,1 hr 25 min,G - All Ages,,,21699.0,23710,188,0,,Inconnu,Inconnu,Inconnu,Adventure|Comedy|Fantasy
45120,Shibing Shunliu: Bing Wang Zhengfeng,Movie,Original,1.0,2020-01-17,1 hr 22 min,G - All Ages,,,20313.0,25188,144,0,,Inconnu,Inconnu,Inconnu,Action
45121,Hua Qian Gu: Hua Hun Zhi Lu,ONA,Original,1.0,2020-03-27,1 hr 8 min,G - All Ages,,,17229.0,23538,192,0,,Inconnu,Inconnu,Inconnu,Fantasy
45124,Long Hu Ji: Zhongyi Guanyunzhang,ONA,Unknown,1.0,2020-04-16,1 hr 13 min,R - 17+ (violence & profanity),,,18344.0,24215,171,0,,Inconnu,Inconnu,Inconnu,Fantasy
45133,Jingling Meng Ye Luoli,TV,Unknown,234.0,2013-06-06,22 min per ep,G - All Ages,,,17556.0,25390,139,2,,Inconnu,Inconnu,Inconnu,Fantasy
45141,Meng wa,TV,Original,26.0,2017-01-01,5 min per ep,PG - Children,,,18625.0,27967,97,0,,Inconnu,Inconnu,Inconnu,Inconnu
45142,Mohuan Xian Zong (Movie),Movie,Unknown,1.0,2014-05-30,1 hr 29 min,PG - Children,,,18852.0,24435,161,0,,Inconnu,Inconnu,Inconnu,Adventure|Fantasy
45143,Huoxian Chuanqi,ONA,Unknown,11.0,2016-03-11,12 min per ep,R+ - Mild Nudity,,,17317.0,25390,139,0,,Inconnu,Inconnu,Inconnu,Action|Comedy
45144,Huoxian Chuanqi 2nd Season,ONA,Unknown,13.0,2017-01-01,12 min per ep,R+ - Mild Nudity,,,17317.0,27650,102,0,,Inconnu,Inconnu,Inconnu,Action|Comedy
45145,Huoxian Chuanqi 3rd Season,ONA,Unknown,13.0,2018-01-01,12 min per ep,R+ - Mild Nudity,,,17318.0,27793,100,0,,Inconnu,Inconnu,Inconnu,Action|Comedy
45146,Huoxian Chuanqi: Xiao Juchang,ONA,Unknown,30.0,,5 min per ep,R+ - Mild Nudity,,,17319.0,27583,103,0,,Inconnu,Inconnu,Inconnu,Action|Comedy
45147,Chi Ji Da Zuozhan,ONA,Game,14.0,2018-05-30,5 min per ep,PG-13 - Teens 13 or older,,,15803.0,25163,144,0,,Inconnu,Inconnu,Inconnu,Comedy
45148,Chi Ji Da Zuozhan 2nd Season,ONA,Game,20.0,2019-07-30,6 min per ep,PG-13 - Teens 13 or older,,,15804.0,26076,125,0,,Inconnu,Inconnu,Inconnu,Comedy
45149,Chi Ji Da Zuozhan 3rd Season,ONA,Game,24.0,2020-07-03,5 min per ep,PG-13 - Teens 13 or older,,,15805.0,25652,133,0,,Inconnu,Inconnu,Inconnu,Comedy
45151,Guli Guli,ONA,Original,122.0,,2 min per ep,PG - Children,,,16829.0,27648,102,0,,Inconnu,Inconnu,Inconnu,Fantasy
45152,Guli Guli: Hao Xiguan,ONA,Original,182.0,2015-01-01,3 min per ep,PG - Children,,,16831.0,28308,94,0,,Inconnu,Inconnu,Inconnu,Fantasy
45153,Guli Guli: Dongwu Shijie,ONA,Original,30.0,2019-01-01,3 min per ep,PG - Children,,,16831.0,28720,90,0,,Inconnu,Inconnu,Inconnu,Fantasy
45154,Guli Guli: Yuanwang Ping,ONA,Original,26.0,2017-01-01,3 min per ep,PG - Children,,,16832.0,28905,88,0,,Inconnu,Inconnu,Inconnu,Fantasy
45155,Guli Donghua: Luoji Siwei Qimeng,ONA,Original,59.0,2018-01-01,5 min per ep,PG - Children,,,16828.0,28814,89,0,,Inconnu,Inconnu,Inconnu,Inconnu
45156,Zhonghua Deyu Gushi,TV,Book,260.0,2008-01-01,21 min per ep,G - All Ages,,,22449.0,29310,84,0,,Inconnu,Inconnu,Inconnu,Inconnu
45169,Jiu Ye Shen Zhuan,ONA,Original,13.0,2020-12-21,21 min per ep,PG-13 - Teens 13 or older,5.82,116.0,11824.0,16837,680,3,,Yi Chen Animation,Inconnu,Inconnu,Action|Adventure|Fantasy
45171,Zhonghua Meide Gushi: Chengxin Pian,TV,Book,50.0,,10 min per ep,PG - Children,,,22455.0,29025,88,0,,Inconnu,Inconnu,Inconnu,Inconnu
45173,Keke Ke Xin Yijia Ren,TV,Original,52.0,2003-01-01,9 min per ep,PG - Children,,,17850.0,28498,92,0,,Inconnu,Inconnu,Inconnu,Comedy
45174,Keke Ke Xin Yijia Ren 2,TV,Original,26.0,2006-07-02,22 min per ep,PG - Children,,,17851.0,28499,92,0,,Inconnu,Inconnu,Inconnu,Comedy
45175,Xiao Maguo He,TV,Book,26.0,,11 min per ep,PG - Children,,,21685.0,28261,95,0,,Inconnu,Inconnu,Inconnu,Adventure|Fantasy
45176,Long Dou Taiqiu,TV,Unknown,52.0,2011-05-12,12 min per ep,PG - Children,,,18343.0,28834,89,0,,Inconnu,Inconnu,Inconnu,Inconnu
45177,Fu Wu Shu: Sanshiliu Ji,TV,Unknown,36.0,2008-08-20,18 min per ep,PG - Children,,,16563.0,27232,108,0,,Inconnu,Inconnu,Inconnu,Adventure|Fantasy
45178,Fu Wu Shu: Sunzi Bingfa,TV,Unknown,26.0,2009-11-01,16 min per ep,PG - Children,,,16564.0,27232,108,0,,Inconnu,Inconnu,Inconnu,Adventure|Fantasy
45179,Fu Wu Shu: Zhanguo Fengyun,TV,Unknown,26.0,2012-09-01,25 min per ep,PG - Children,,,16565.0,27575,103,0,,Inconnu,Inconnu,Inconnu,Adventure|Fantasy
45180,Xiao Qingtian Situ Gong,TV,Original,26.0,2007-01-01,25 min per ep,PG - Children,,,21703.0,29375,83,0,,Inconnu,Inconnu,Inconnu,Inconnu
45181,Xiayi Xiao Qingtian,TV,Other,65.0,2010-07-02,13 min per ep,PG - Children,,,21834.0,24294,169,0,summer,Inconnu,Inconnu,Inconnu,Adventure
45182,Yin Cha Zhi Kung Fu Xue Yuan,TV,Original,208.0,2007-01-01,13 min per ep,PG - Children,,,22161.0,29303,84,0,,Inconnu,Inconnu,Inconnu,Inconnu
45187,Zuqiu Jianghu,ONA,Original,26.0,2017-05-31,14 min per ep,G - All Ages,,,22547.0,25114,146,0,,Inconnu,Inconnu,Inconnu,Sports
45188,Lao Dai He Xiao Dai,TV,Original,52.0,2007-08-19,12 min per ep,PG - Children,,,18221.0,28938,88,0,,Inconnu,Inconnu,Inconnu,Inconnu
45189,Xiaoxiong You En,TV,Original,26.0,2017-03-28,13 min per ep,PG - Children,,,21830.0,29008,88,0,,Inconnu,Inconnu,Inconnu,Fantasy
45190,Bun Bun,TV,Original,26.0,2011-01-01,13 min per ep,PG - Children,,,15610.0,27000,111,0,,Inconnu,Inconnu,Inconnu,Fantasy
45192,Chong Chong Nao Fantian,TV,Original,104.0,2011-01-01,10 min per ep,PG - Children,,,15875.0,27491,104,0,,Fantawild Animation,Inconnu,Inconnu,Adventure|Fantasy
45194,Er Tu Da Mengxiang,TV,Original,36.0,2014-05-19,13 min per ep,PG - Children,,,16444.0,28595,91,0,,Inconnu,Inconnu,Inconnu,Fantasy
45195,An Jie Shen Shi,ONA,Novel,22.0,2020-12-25,23 min per ep,PG-13 - Teens 13 or older,6.15,220.0,10067.0,15096,1044,3,,Haianxian Donghua Gongzuoshi,Inconnu,Inconnu,Action|Fantasy
45196,Wan Jie Fa Shen,ONA,Original,54.0,2020-12-21,9 min per ep,PG-13 - Teens 13 or older,7.3,1288.0,3227.0,10689,3522,42,,Ruo Hong Culture,Inconnu,Inconnu,Action|Adventure|Fantasy|Romance
45197,Mo He Yu Gesheng,TV,Original,365.0,2007-07-09,15 min per ep,PG - Children,,,18806.0,27739,101,0,,Inconnu,Inconnu,Inconnu,Adventure|Fantasy
45198,Caslon: Xun Long Ji,TV,Original,26.0,2013-12-01,14 min per ep,PG - Children,,,15699.0,27286,107,0,,Inconnu,Inconnu,Inconnu,Adventure|Fantasy
45201,Mengxiang Jing Su,TV,Original,52.0,2011-01-01,22 min per ep,PG-13 - Teens 13 or older,,,18651.0,27178,109,0,,Inconnu,Inconnu,Inconnu,Inconnu
45203,Xinghai Qi Hang,TV,Original,26.0,2011-01-01,11 min per ep,PG - Children,,,21939.0,28358,94,0,,Inconnu,Inconnu,Inconnu,Adventure|Fantasy|Sci-Fi
45204,Liang Jia Funu,TV,4-koma manga,26.0,2009-01-01,25 min per ep,G - All Ages,,,18288.0,28116,96,0,,Inconnu,Inconnu,Inconnu,Comedy
45205,Tuolaji Siji,TV,Novel,10.0,2015-01-01,8 min per ep,PG - Children,,,21189.0,28870,89,0,,Inconnu,Inconnu,Inconnu,Adventure|Comedy
45206,Chao Bian Wu Shou,TV,Original,26.0,2017-01-01,26 min per ep,PG - Children,,,15732.0,26127,124,0,,Inconnu,Inconnu,Inconnu,Action|Sci-Fi
45207,Okashina Sabaku no Suna to Manu,TV,Manga,50.0,2021-02-14,1 min per ep,PG - Children,5.67,245.0,12573.0,12708,2006,6,winter,Kachidoki Studio,CHANCE iN,Inconnu,Comedy
45208,Shenlan Shaonian,TV,Original,52.0,2016-01-01,22 min per ep,PG - Children,,,20249.0,28240,95,0,,Inconnu,Inconnu,Inconnu,Adventure|Fantasy
45209,Hacker Ju Ji Shou,TV,Original,26.0,2005-01-01,22 min per ep,PG - Children,,,16876.0,27575,103,0,,Inconnu,Inconnu,Inconnu,Adventure|Sci-Fi
45211,Tuzi Bang,TV,Unknown,52.0,,10 min per ep,PG - Children,,,21199.0,28993,88,0,,Inconnu,Inconnu,Inconnu,Inconnu
45212,Tuzi Bang 2nd Season,TV,Unknown,26.0,,24 min per ep,PG - Children,,,21200.0,29082,87,0,,Inconnu,Inconnu,Inconnu,Inconnu
45213,Tuzi Bang: Jixie Shi Lianmeng,TV,Original,26.0,,24 min per ep,PG - Children,,,21201.0,28871,89,0,,Inconnu,Inconnu,Inconnu,Adventure|Fantasy
45214,Sheng Guang Bu Hao Re,TV,Original,6.0,2016-01-01,13 min per ep,PG-13 - Teens 13 or older,,,20235.0,28147,96,0,,2:10 Animation,Inconnu,Inconnu,Adventure|Comedy|Fantasy
45215,Wuzi Pao: Yuanziya Baowei Zhan,Special,Unknown,3.0,2015-08-31,28 min per ep,G - All Ages,,,21524.0,26701,116,0,,Inconnu,Inconnu,Inconnu,Drama
45216,Kuaile Dudu,TV,Original,104.0,2007-07-10,13 min per ep,PG - Children,,,18097.0,29129,86,0,,Inconnu,Inconnu,Inconnu,Inconnu
45220,Nami Xueyuan,ONA,Original,26.0,2018-07-06,6 min per ep,PG-13 - Teens 13 or older,,,19018.0,26883,113,0,,Inconnu,Inconnu,Inconnu,Comedy
45221,Piao Chong Bei Bei: Wu Long Mofa,TV,Original,52.0,2010-01-25,12 min per ep,PG - Children,,,19481.0,28524,92,0,,Inconnu,Inconnu,Inconnu,Fantasy
45222,Piao Chong Bei Bei: Shenmi Gongchang,TV,Original,52.0,,12 min per ep,PG - Children,,,19480.0,28230,95,0,,Inconnu,Inconnu,Inconnu,Fantasy
45223,Piao Chong Bei Bei: Zhengjiu Gu Shu Zhen,TV,Original,52.0,,12 min per ep,PG - Children,,,19483.0,28410,93,0,,Inconnu,Inconnu,Inconnu,Fantasy
45224,Xiaoxiong Ni Ao: Mengjing Xiao Zhen,TV,Original,52.0,2016-09-26,13 min per ep,PG - Children,,,21828.0,29005,88,0,,Inconnu,Inconnu,Inconnu,Fantasy
45225,Xiaoxiong Ni Ao: Huanqiu Luxing,TV,Original,26.0,2018-04-23,13 min per ep,PG - Children,,,21827.0,28778,90,0,,Inconnu,Inconnu,Inconnu,Fantasy
45226,Chongchong Yu Long Long,TV,Original,52.0,2012-01-01,15 min per ep,PG - Children,,,15878.0,29223,84,0,,Inconnu,Inconnu,Inconnu,Inconnu
45229,Hai Baolaile,TV,Original,52.0,2010-04-01,14 min per ep,PG - Children,,,16900.0,29393,82,0,,Inconnu,Inconnu,Inconnu,Inconnu
45230,Hai Baolaile 2nd Season,TV,Original,52.0,2011-01-01,14 min per ep,PG - Children,,,16902.0,29429,81,0,,Inconnu,Inconnu,Inconnu,Inconnu
45231,Hai Baolaile 3rd Season,TV,Original,104.0,,14 min per ep,PG - Children,,,16902.0,28818,89,0,,Inconnu,Inconnu,Inconnu,Inconnu
45232,Tan Tan Mao: Qihuan Maxi Tuan,TV,Original,52.0,,13 min per ep,PG - Children,,,20834.0,28666,91,0,,Inconnu,Inconnu,Inconnu,Fantasy
45233,Tan Tan Mao: Qihuan Maxi Tuan 2,TV,Original,52.0,,13 min per ep,PG - Children,,,20835.0,28858,89,0,,Inconnu,Inconnu,Inconnu,Fantasy
45234,Tan Tan Mao: Qimiao Shijie,TV,Original,32.0,2019-01-01,13 min per ep,PG - Children,,,20835.0,29206,85,0,,Inconnu,Inconnu,Inconnu,Fantasy
45235,Tan Tan Mao: Qimiao Shijie 2nd Season,TV,Original,26.0,2020-01-01,13 min per ep,PG - Children,,,20837.0,28758,90,0,,Inconnu,Inconnu,Inconnu,Adventure|Fantasy
45236,Yin Mi,TV,Unknown,26.0,2008-01-01,22 min per ep,G - All Ages,,,22163.0,29304,84,0,,Inconnu,Inconnu,Inconnu,Inconnu
45237,Qianfang Gaoneng: Huaji,ONA,Original,8.0,2017-01-13,5 min per ep,PG - Children,,,19683.0,25353,140,0,,Inconnu,Inconnu,Inconnu,Comedy
45238,Qianfang Gaoneng: La Ji,ONA,Original,16.0,2017-06-09,7 min per ep,G - All Ages,,,19687.0,26550,118,0,,Inconnu,Inconnu,Inconnu,Comedy
45239,Qianfang Gaoneng: Shen Fan Gou,ONA,Original,20.0,2016-06-07,5 min per ep,G - All Ages,,,19685.0,26289,122,0,,Inconnu,Inconnu,Inconnu,Comedy
45240,Haha Hua Xiao Ji Specials,ONA,Original,7.0,2017-12-25,2 min per ep,G - All Ages,,,16886.0,26456,119,0,,Inconnu,Inconnu,Inconnu,Comedy
45241,Er Er Er Ha Qi,ONA,Original,3.0,2018-04-14,2 min per ep,G - All Ages,,,16443.0,24697,156,0,,Inconnu,Inconnu,Inconnu,Comedy
45242,Haha Xiyou Xing,TV,Novel,40.0,2005-01-01,20 min per ep,PG - Children,,,16897.0,28817,89,0,,Inconnu,Inconnu,Inconnu,Adventure|Fantasy
45243,Fuxing Ba Jie,TV,Unknown,104.0,2011-04-01,13 min per ep,PG - Children,,,16608.0,21664,285,0,,Inconnu,Inconnu,Inconnu,Adventure|Fantasy
45244,Fuxing Ba Jie: Da Nian Xiao Guai,Special,Unknown,1.0,2015-01-01,50 min,PG - Children,,,16609.0,27576,103,0,,Inconnu,Inconnu,Inconnu,Adventure|Fantasy
45246,Kuaile Xing Mao,TV,Original,208.0,2008-01-01,13 min per ep,PG - Children,,,18115.0,24634,158,0,,Inconnu,Inconnu,Inconnu,Adventure|Comedy|Fantasy|Sci-Fi
45254,Xing Mao Lixian Ji: Xingkong Da Maoxian,TV,Original,36.0,,12 min per ep,PG - Children,,,21910.0,28168,96,0,,Inconnu,Inconnu,Inconnu,Inconnu
45255,Xing Mao Lixian Ji: Gucheng Da Maoxian,TV,Original,52.0,,12 min per ep,PG - Children,,,21906.0,28270,95,0,,Inconnu,Inconnu,Inconnu,Inconnu
45257,Xing Mao: Da Xiao Xiyou,TV,Original,50.0,,12 min per ep,PG - Children,,,21920.0,28275,95,0,,Inconnu,Inconnu,Inconnu,Inconnu
45258,Xing Mao Lixian Ji: Diqiu Da Maoxian,TV,Original,83.0,,12 min per ep,PG - Children,,,21909.0,28171,96,0,,Inconnu,Inconnu,Inconnu,Inconnu
45259,Xing Mao Lixian Ji: Meishi Pian,TV,Original,26.0,,12 min per ep,PG - Children,,,21907.0,28269,95,0,,Inconnu,Inconnu,Inconnu,Inconnu
45260,Kung Fu Xing Mao,TV,Original,52.0,2009-01-01,25 min per ep,PG - Children,,,18158.0,27168,109,0,,Inconnu,Inconnu,Inconnu,Action
45262,Kuaile Xing Mao Zhi: Mingsheng Pian,TV,Original,13.0,2018-01-01,22 min per ep,PG - Children,,,18117.0,25810,130,0,,Inconnu,Inconnu,Inconnu,Adventure|Fantasy
45263,Kuaile Xing Mao: Mingsheng Pian 2nd Season,TV,Original,26.0,,12 min per ep,PG - Children,,,18117.0,28216,95,0,,Inconnu,Inconnu,Inconnu,Inconnu
45264,Xing Mao: Xiyu Mi Zong,TV,Original,50.0,,12 min per ep,PG - Children,,,21922.0,28171,96,0,,Inconnu,Inconnu,Inconnu,Inconnu
45265,Xing Mao Zhentan,TV,Original,22.0,,13 min per ep,PG - Children,,,21918.0,27919,99,0,,Inconnu,Inconnu,Inconnu,Inconnu
45267,Xing Mao Lixian Ji: Guohua Pian,TV,Original,26.0,2008-01-01,12 min per ep,PG - Children,,,21906.0,28564,92,0,,Inconnu,Inconnu,Inconnu,Inconnu
45268,Xing Mao Lixian Ji: Shufa Pian,TV,Original,26.0,,12 min per ep,PG - Children,,,21909.0,29084,87,0,,Inconnu,Inconnu,Inconnu,Inconnu
45270,Xing Mao: Sunzi Bingfa Pian,TV,Original,13.0,,10 min per ep,PG - Children,,,21920.0,28448,93,0,,Inconnu,Inconnu,Inconnu,Inconnu
45271,Wanpi de Xiao Xing Mao,TV,Original,26.0,2010-07-01,14 min per ep,PG - Children,,,21353.0,28547,92,0,,Inconnu,Inconnu,Inconnu,Inconnu
45272,Xiao Xing Mao: Mohuan Yuezhang,TV,Original,26.0,,13 min per ep,PG - Children,,,21755.0,28557,92,0,,Inconnu,Inconnu,Inconnu,Inconnu
45274,Xing Mao Lixian Ji: Shenhua Pian,TV,Original,26.0,2009-01-01,12 min per ep,PG - Children,,,21909.0,28272,95,0,,Inconnu,Inconnu,Inconnu,Inconnu
45276,Taoqi Xing Mao,TV,Original,13.0,2007-02-01,12 min per ep,PG - Children,,,20869.0,28050,97,0,,Inconnu,Inconnu,Inconnu,Inconnu
45279,Xiao Xing Mao He Shanshan,TV,Original,26.0,,13 min per ep,PG - Children,,,21755.0,28355,94,0,,Inconnu,Inconnu,Inconnu,Inconnu
45281,Xing Mao Man Youji,TV,Original,26.0,2009-02-01,12 min per ep,PG - Children,,,21916.0,24618,159,0,winter,Inconnu,Inconnu,Inconnu,Fantasy
45282,Xing Mao Man Youji: San Jincun,TV,Original,22.0,,12 min per ep,PG - Children,,,21913.0,27919,99,0,,Inconnu,Inconnu,Inconnu,Adventure|Fantasy
45283,Kuaile Xing Mao: Tangshi Pian,TV,Original,13.0,,22 min per ep,PG - Children,,,18120.0,28392,93,0,,Inconnu,Inconnu,Inconnu,Inconnu
45284,Xiao Xing Mao: Mohuan Yuezhang 2nd Season,TV,Original,26.0,,13 min per ep,PG - Children,,,21760.0,28443,93,0,,Inconnu,Inconnu,Inconnu,Inconnu
45285,Taoqi Xing Mao 2nd Season,TV,Original,13.0,,12 min per ep,PG - Children,,,20870.0,27908,99,0,,Inconnu,Inconnu,Inconnu,Inconnu
45286,Xing Mao Xunbao Ji,TV,Original,13.0,2009-01-01,22 min per ep,PG - Children,,,21916.0,28271,95,0,,Inconnu,Inconnu,Inconnu,Inconnu
45287,Xing Mao Xunbao Ji 2nd Season,TV,Original,26.0,,13 min per ep,PG - Children,,,21917.0,28272,95,0,,Inconnu,Inconnu,Inconnu,Inconnu
45289,Zhengjiu Zhu Luo Ji,TV,Original,13.0,,22 min per ep,PG - Children,,,22400.0,27929,99,0,,Inconnu,Inconnu,Inconnu,Inconnu
45290,Xing Mao de Mimi Jidi,TV,Original,48.0,2009-06-01,12 min per ep,PG - Children,,,21901.0,24760,155,0,summer,Inconnu,Inconnu,Inconnu,Inconnu
45291,Xing Da Qiu Kuai Yue Xue Yuan,TV,Original,26.0,2010-01-01,13 min per ep,PG - Children,,,21901.0,28448,93,0,,Inconnu,Inconnu,Inconnu,Inconnu
45293,Xiaoshi de Wenming,TV,Original,13.0,2007-04-01,22 min per ep,PG - Children,,,21825.0,25564,136,0,spring,Inconnu,Inconnu,Inconnu,Inconnu
45297,Wu Ren Dao Da Maoxian,TV,Unknown,26.0,2006-01-01,12 min per ep,PG - Children,,,21488.0,26419,120,0,,Inconnu,Inconnu,Inconnu,Adventure|Fantasy
45298,Jixiang Mao Keke,TV,Unknown,26.0,2009-01-01,12 min per ep,PG - Children,,,17608.0,23210,205,0,winter,Inconnu,Inconnu,Inconnu,Fantasy
45299,Xing Mao Da Jiangtang,TV,Unknown,38.0,2006-01-01,12 min per ep,PG - Children,,,21901.0,27339,107,0,,Inconnu,Inconnu,Inconnu,Fantasy
45302,Xing Da Xing Donghua Xilie: Taikong Chuan,TV,Original,26.0,2015-01-01,13 min per ep,PG - Children,,,21899.0,26062,126,0,,Inconnu,Inconnu,Inconnu,Adventure|Sci-Fi
45304,Kuaile Xing Mao: Shuihu Zhuan,TV,Original,9.0,2010-01-01,10 min per ep,PG - Children,,,18117.0,26140,124,0,,Inconnu,Inconnu,Inconnu,Fantasy
45305,Xing Mao Katong Tiandi,TV,Book,26.0,,11 min per ep,PG - Children,,,21903.0,28566,92,0,,Inconnu,Inconnu,Inconnu,Inconnu
45306,Xing Mao Katong Tiandi 2nd Season,TV,Original,10.0,,12 min per ep,PG - Children,,,21903.0,28359,94,0,,Inconnu,Inconnu,Inconnu,Inconnu
45309,Xing Mao Wenhua Da Jiangtang: Minjian Chuanqi,TV,Original,27.0,,10 min per ep,PG - Children,,,21915.0,28447,93,0,,Inconnu,Inconnu,Inconnu,Inconnu
45311,Xing Mao Wenhua Da Jiangtang: Mingzhu Gushi,TV,Original,35.0,,10 min per ep,PG - Children,,,21918.0,28686,91,0,,Inconnu,Inconnu,Inconnu,Inconnu
45312,Dai Jia Jia,TV,Original,26.0,,7 min per ep,PG - Children,,,16061.0,29032,87,0,,Inconnu,Inconnu,Inconnu,Inconnu
45313,Rabby CC: Carol de Xinling Shijie,ONA,Original,25.0,2015-10-09,3 min per ep,PG - Children,,,19764.0,26891,113,0,,Inconnu,Inconnu,Inconnu,Fantasy
45314,Mengxiang Zhi Lu,ONA,Original,100.0,,5 min per ep,PG - Children,,,18655.0,28224,95,0,,Inconnu,Inconnu,Inconnu,Inconnu
45315,Mengxiang Xue Yuan,ONA,Original,100.0,,5 min per ep,PG - Children,,,18652.0,28031,97,0,,Inconnu,Inconnu,Inconnu,Inconnu
